category,location,name,open_time,point,price
Gọi món Việt (Chuyên lẩu),"69 Phó Đức Chính, Q. Ba Đình",Lẩu Đức Trọc - Phó Đức Chính,"10h:30 - 13h:30, 17h:30 - 20h:30",3.5,150.000 - 250.000 vnđ/người
Gọi món Huế,"KĐT Dịch Vọng Hậu, Lô 4, Nhà D1, Q. Cầu Giấy (Ngã tư Nguyễn Văn Huyên & Nguyễn Khánh Toàn)",Nét Huế - KĐT Dịch Vọng Hậu,07h00 – 22h00,3.8,50.000 - 150.000 đ/người
Gọi món Việt,"Số 316 Nguyễn Trãi, P. Trung Văn, Q. Nam Từ Liêm",Nhà hàng Thiên Trúc - Nguyễn Trãi ,10h00 – 14h00; 16h00 – 22h00,3.2,150.000 - 200.000 đ/người
Buffet Nướng Lẩu Hải sản ,"Số 3 Nguyễn Hoàng (Đối diện tòa Dolphin Plaza, cách cổng vào bến xe Mỹ Đình 300m), Q. Nam Từ Liêm",Buffet Sea Star - Nguyễn Hoàng ,10h30 - 13h30 & 17h30 - 20h30,3.5,230.000 - 300.000 đ/người
"Gọi món Âu (Chuyên Steak), Buffet Lẩu","Số 91 Phố Văn Cao , Q. Ba Đình",Family Steak House - Văn Cao,10h30 - 14h00 và 17h00 - 21h00,3.6,150.000 - 200.000 đ/người
"Gọi món, Buffet Lẩu Thái","Số 5 Quan Hoa, P. Quan Hoa, Q. Cầu Giấy",Thai Deli - Buffet Lẩu Thái - Quan Hoa   ,17h30 - 23h00,3.8,120.000 - 160.000 đ/người
Buffet nướng lẩu Châu Á,"TTTM The Garden, Tầng G, Mễ Trì, Q. Nam Từ Liêm",Seoul Garden - The Garden,11h00 - 13h45 và 18h00 - 21h45,4,250.000 - 350.000 vnđ/người
Gọi món Việt,"Ngõ 163, Số 1 Hoàng Ngân, Q. Cầu Giấy",Chợ Quê - Hoàng Ngân,10h00 –  22h00,3.5,150.000 - 250.000 đ/người
Buffet nướng lẩu Châu Á,"Vincom Bà Triệu, Tầng 5, Số 191 Bà Triệu, Q. Hai Bà Trưng",Seoul Garden – Vincom Bà Triệu,11h00 - 14h00 & 18h00 - 21h00,4,250.000 - 300.000 vnđ/người
Chuyên Lẩu Nấm,"KĐT An Hưng, BT12 – 11, P. Dương Nội, Q. Hà Đông, Hà Nội",Vua Lẩu Nấm Thiên Nhiên – King Mushroom – Hà Đông,10h00 – 14h00; 17h00 – 22h00,3.8,200.000 - 250.000 đ/người
Gọi món Á,"Số 39 Cầu Diễn, P. Phúc Diễn, Q.  Bắc Từ Liêm",Venus - Cầu Diễn,9h00 – 22h30,3.7,200.000 – 500.000 đ/người
Gọi món Thái Lan,"Tòa nhà 24T2, Hoàng Đạo Thúy, Q. Cầu Giấy",ThaiExpress - Hoàng Đạo Thúy,11h00 – 21h30,3.8,250.000 - 350.000 đ/người
Gọi món nướng lẩu Nhật Bản,"TTTM Aeon Mall Long Biên, T302, Số 27 Cổ Linh, Q. Long Biên",Gyu-Kaku – Aeon Mall Long Biên,10h30 - 20h00,3.8,250.000 - 350.000 vnđ/người
Buffet nướng lẩu Hàn Quốc,"Số 37 Trung Hòa, Q. Cầu Giấy",Gui Gui BBQ - Trung Hòa,11h00 - 13h30 & 17h00 - 21h30,3.7,200.000 - 300.000 vnđ/người
Gọi món nướng lẩu Nhật Bản,"V – Tower, Tầng 2, Số 649 Kim Mã, Q. Ba Đình",Gyu-Kaku - Kim Mã,T2 – T6: 11h00 – 14h00 và 17h00 – 22h00 & T7 – CN: 11h00 – 23h00,3.8,200.000 - 350.000 vnđ/người
Buffet nướng lẩu Hàn Quốc,"Số 9 Trần Hưng Đạo, Q. Hoàn Kiếm",Gu-i92 BBQ - Trần Hưng Đạo,11h00 - 13h30 & 17h00 - 21h30,3.7,200.000 - 300.000 vnđ/người
Gọi món Việt,"Số 107 C8 ngõ 12 Núi Trúc, Q. Ba Đình",La Cà Quán – Núi Trúc,10h00 - 14h30 và 17h00 - 23h00,3.5,250.000 - 300.000 đ/người
"Buffet, Gọi món nướng lẩu Nhật Bản","TTTM Vincom Bắc Từ Liêm, B1 – 17, Số 234 Phạm Văn Đồng, Q. Từ Liêm",Gyu-Kaku - Vincom Bắc Từ Liêm ,T2-T6: 11h00 – 20h00 & T7-CN: 10h30 - 20h00,3.8,200.000 - 350.000 vnđ/người
Gọi món Thái Lan,"TTTM Times City, Gian 18 Đường 3, B1, 458 Minh Khai",ThaiExpress - Times City,10h30 – 22h00,3.8,250.000 - 350.000 vnđ/người
Gọi món Việt,"Số 59 Hoàng Cầu Mới (51 Hoàng Cầu cũ), Q. Đống Đa",Tiêu Dao Quán - Hoàng Cầu,10h00 - 21h00,3.7,130.000 - 180.000 đ/người
Gọi món Nga,"61 Tô Ngọc Vân, Q. Tây Hồ",BUD’MO – 61 Tô Ngọc Vân,09h00 – 23h00,3.5,250.000 – 350.000 đ/người
Cơm niêu Singapore,"Số 26 Kim Đồng, P. Giáp Bát, Q. Hoàng Mai",Kombo - Cơm Niêu Singapore - Kim Đồng,10h30 - 21h30,3.2,70.000 - 100.000 đ/người
Buffet nướng lẩu Hàn Quốc,"2 Phạm Ngọc Thạch, TTTM Vincom Phạm Ngọc Thạch, Tầng 5",King BBQ – Vincom Phạm Ngọc Thạch,10h00 - 22h00,4,250.000 - 350.000 đ/người
"Buffet lẩu, Gọi món Việt (Chuyên lẩu)","325 Trần Đại Nghĩa, Q. Hai Bà Trưng",Lẩu Sơn Tùng  – Trần Đại Nghĩa,10h00 - 13h30 & 17h00 - 22h00,3.7,150.000 – 200.000 đ/người
"Buffet, Gọi món Thái Lan","34A Quang Trung, Q. Hoàn Kiếm",Bếp Thái Koh Yam - Quang Trung,11h -13h30 & 17h30 - 20h30,3.8,200.000 - 260.000 đ/người
Gọi món Việt (Chuyên Bò),"37 Trần Kim Xuyến, Q. Cầu Giấy",Sơn Thiên – Trần Kim Xuyến,10h00 – 22h30,3.7,200.000 – 300.000 đ/người
"Gọi món Âu, Á","4 Vũ Ngọc Phan, Q. Đống Đa",Legend Beer - Vũ Ngọc Phan ,10h00 - 21h00,3.6,300.000 – 350.000 đ/người
Cơm niêu Singapore,"108 A1 Phạm Ngọc Thạch, Q. Đống Đa",Kombo - Cơm Niêu Singapore - Phạm Ngọc Thạch ,10h30 - 21h30,3.2,70.000 - 100.000 đ/người
"Buffet, Gọi món hải sản","102 Phố Tố Hữu, Q. Hà Đông",Hải Sản Mỹ Hạnh - Tố Hữu ,11h00 - 14h00 và 17h00 - 22h00,4,250.000 - 500.000 đ/người
Gọi món Tây Bắc,"9, TT3C, Khu đô thị Tây Nam Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai",Mường Hoa Quán - Linh Đàm  ,10h30 – 22h00,3.7,120.000 – 150.000 đ/người
Gọi món lẩu hơi,"26 Hoàng Cầu mới (FPT Thái Hà rẽ phải 50m), Q. Đống Đa",Hoàng Gia - Lẩu cháo nấm thiên nhiên - Hoàng Cầu,11h00 – 14h00; 18h00 – 21h30,3.9,200.000 – 300.000 đ/người
Gọi món Việt (Chuyên Cá),"544 Đường Láng, Q. Đống Đa",Quán Cá Zozo - Đường Láng,10h00 – 23h00,3.5,200.000 – 250.000 đ/người
Gọi món Nhật Bản,"41 Trần Quốc Toản, Q. Hoàn Kiếm",Nhà hàng Ganeya - Trần Quốc Toản ,10h00 - 14h00 ; 17h00 - 22h00,3.8,200.000 - 500.000 đ/người
Cơm niêu Singapore,"46 Trần Đại Nghĩa, Q. Hai Bà Trưng",Kombo - Cơm Niêu Singapore - Trần Đại Nghĩa,10h30 - 21h30,3.2,70.000 - 100.000 đ/người
Gọi món Âu (Chuyên Steak),"B40 Nguyễn Thị Định, P. Trung Hòa, Q. Cầu Giấy",Moo Beef Steak - Nguyễn Thị Định,10h30 - 13h30 & 18h00 - 21h30,4,350.000 – 500.000 đ/người
Gọi món Lào,"27 Lê Văn Lương, Tầng 5,  TTTM Center Point, Q. Thanh Xuân",Khao Lao - Center Point ,11h00 - 21h30,3.9,200.000 - 250.000 vnđ/người
Gọi món nướng lẩu Hàn Quốc,"TTTM Royal City, R2 – 14 –  B2,  72A Nguyễn Trãi, Q. Thanh Xuân",King BBQ Deli - Royal City,10h00 - 22h00,4,200.000 - 350.000 đ/người
Gọi món Nga,"9 Phạm Sư Mạnh, Q. Hoàn Kiếm",Quán Nga Số 9 Phạm Sư Mạnh ,07h00 -  21h30,3.5,150.000 – 250.000 đ/người
Chuyên lẩu bò nhúng dấm,"Khu chung cư A4 Đền Lừ 2, Tầng 1, P. Tân Mai, Q. Hoàng Mai",Bò Ngon 555 - Đền Lừ ,10h30 - 13h30 & 17h30 - 21h00	,3.6,120.000 - 150.000 đ/người
Gọi món Việt (Chuyên Cua),"Số 74 Nguyễn Chí Thanh, Q. Đống Đa",Hải Sản 5 Cua – Nguyễn Chí Thanh,10h00 – 22h00,3.5,250.000 – 350.000 đ/người
Gọi món Á – Âu,"Số 38 Bà Triệu, Q. Hoàn Kiếm",New York Sports Bar - Bà Triệu,10h00 – 22h00,3.8,250.000 - 300.000 đ/người
Buffet lẩu & Dimsum,"178 Triệu Việt Vương, Q. Hai Bà Trưng",Dimsum & Lẩu Trung Hoa - FengHuang – Triệu Việt Vương,11h00 - 13h00 & 18h00 - 20h00,3.5,209.000 - 269.000 đ/người
Buffet lẩu & Dimsum,"Tầng 1, Tòa Nhà Sun Square, Số 21 Lê Đức Thọ, Q. Nam Từ Liêm",Dimsum & Lẩu Trung Hoa - FengHuang - Lê Đức Thọ,11h00 - 13h00 & 18h00 - 20h00,3.5,209.000 - 269.000 đ/người
Gọi món Việt,"51 - 53 Tô Ngọc Vân, Q. Tây Hồ",Phương Nguyên – Tô Ngọc Vân ,09h00 – 22h30,4,200.000 - 300.000 vnđ/người
Buffet nướng lẩu Nhật Bản ,"Ô số 5, Dãy A, Lô TT3 Tây Nam Hồ Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai",Yakimono – Linh Đàm ,18h00 - 21h30,3.8,260.000 - 300.000 đ/người
"Buffet, Gọi món Thái Lan","Số 330 Thái Hà, P. Láng Hạ, Q. Đống Đa",Bếp Thái Koh Yam -  Thái Hà,11h -13h30 & 17h30 - 20h30,3.8,200.000 - 260.000 đ/người
Gọi món nướng lẩu Hàn Quốc,"TTTM The Garden, Tầng SO-08, Tầng G,  Mễ Trì, Q. Từ Liêm",King BBQ Deli - The Garden,10h00 - 22h00,4,200.000 - 350.000 đ/người
Gọi món Việt,"Số 790 Đường Láng, Q. Đống Đa",Bia Đức Trọc – Đường Láng ,10h00 - 13h30 & 17h00 - 22h00,3.5,150.000 - 250.000 đ/người
Chuyên món Dê,"Số 59, Phố Yên Lãng, Q. Đống Đa",Dê + - Yên Lãng,10h00 – 22h00,3.5,250.000 - 350.000 đ/người
Gọi món Việt,"Số 10 Phố Thợ Nhuộm, Q. Hoàn Kiếm",Bếp Quán – Thợ Nhuộm,10h00 - 13h45 & 17h30 - 04h00 sáng hôm sau,3.8,200.000 – 350.000 đ/người
"Buffet Nướng, Lẩu & Dimsum","Số 52 Võ Thị Sáu, Q. Hai Bà Trưng",Deli 4B BBQ & Hotpot – Võ Thị Sáu ,10h45 - 13h30 và 17h45 – 21h00,3.5,150.000 – 180.000 đ/người
Gọi món Nhật Bản,"Tầng M -  Khách sạn Candle Hotel, Số 287 - 301 Đội Cấn, Q. Ba Đình",Sakura – Khách Sạn Candle,11h30 - 13h45 & 18h00 - 21h45,4,250.000 – 300.000 đ/người
Beer - Club,"Số 165 Thái Hà, P. Láng Hạ, Q. Đống Đa",Sparta Beer – Thái Hà,16h00 - 22h00,3.8,300.000 - 500.000 đ/người
Gọi món Việt (Chuyên Chim),"Số 96 Nguyễn Huy Tưởng, P. Thanh Xuân Trung, Q. Thanh Xuân",Quý Cò – Nguyễn Huy Tưởng ,"10h30 – 14h00 , 17h00 – 22h00",3.7,200.000  – 300.000 đ/người
Gọi món lẩu hơi,"Tòa nhà D2 Giảng Võ, Q. Ba Đình",Nhà hàng Lẩu Hơi Cosmos - Giảng Võ,10h30 – 14h00 ; 17h00 – 22h00,3.7,200.000 – 300.000 đ/người
Chuyên món chả cá,"Số 13 - 15 Ngô Thì Nhậm, Q. Hai Bà Trưng",Chả Ká - Ngô Thì Nhậm,10h30 – 21h30,3.5,150.000 – 250.000 đ/người
Gọi món Việt,"Số 25, Ngõ 59 Đường Láng Hạ, Q. Đống Đa",Quán Xưa - Láng Hạ,10h00 - 13h00 & 17h30 - 21h45,3.7,150.000 - 200.000 đ/người
Gọi món Việt,"Số 13A Lê Đại Hành, P. Lê Đại Hành, Q. Hai Bà Trưng",Coco Á – Lê Đại Hành,10h00 – 14h00 và 17h00 – 21h00,3.9,130.000 – 300.000 đ/người
Gọi món Âu (Chuyên Steak),"Số 2F Nguyễn Khánh Toàn, P. Quan Hoa, Q. Cầu Giấy",Moo Beef Steak - Nguyễn Khánh Toàn,10h30 - 13h30 & 18h00 - 21h30,4,350.000 - 500.000 đ/người 
Chuyên Cháo,"Tầng 1 Số 20  Phố Đào Tấn, P. Cống Vị, Q. Ba Đình",An Nam Cháo - Đào Tấn,09h00 – 00h30 sáng hôm sau,3.3,50.000 - 170.000 đ/người
Chuyên hải sản tươi sống,"Số 77 Cầu Đất, P Chương Dương, Q Hoàn Kiếm",Hải Sản Sầm Sơn – Cầu Đất,10h30 - 13h30 & 17h00 - 21h00,4,250.000 - 350.000 vnđ/người
Gọi món miền Trung,"Số 35 Trần Hưng Đạo, Q. Hoàn Kiếm",Vị Quảng – Trần Hưng Đạo,10h30 -14h00 ; 17h00 - 21h00,3.5,150.000 - 180.000 đ/người
Gọi món miền Trung,"Số 109 Nguyễn Chí Thanh, Q. Đống Đa",Vị Quảng – Nguyễn Chí Thanh,10h30 -14h00 & 17h00 - 21h00,3.5,150.000 - 180.000 đ/người
Buffet nướng lẩu Nhật Bản  ,"98 Lê Trọng Tấn, Q. Thanh Xuân",Yakimono – Lê Trọng Tấn ,18h00 - 21h30,3.8,260.000 - 300.000 đ/người
Buffet nướng lẩu Nhật Bản ,"36 Nguyên Hồng, Q. Đống Đa",Yakimono – Nguyên Hồng ,18h00 - 21h30,3.8,260.000 - 300.000 đ/người
Buffet nướng lẩu Nhật Bản ,"170 Trần Bình, P. Mỹ Đình, Q. Nam Từ Liêm",Yakimono - Trần Bình ,18h00 - 21h30,3.8,260.000 - 300.000 đ/người
Gọi món Nhật Bản,"121 Triệu Việt Vương, Q. Hai Bà Trưng",Izakaya Yancha – Triệu Việt Vương,T2-T7: 11h30 – 13h30 & 17h30 – 21h30 ,3.8,300.000 - 500.000 đ/người
Gọi món Nhật Bản,"Số 579 Kim Mã, P. Ngọc Khánh, Q. Ba Đình",Izakaya Yancha - Kim Mã,T3 - CN: 11h30 – 13h30 và 17h30 – 21h30,3.8,300.000 - 500.000 đ/người
"Gọi món, Buffet Nướng Lẩu Thái Lan","6A Láng Hạ, Q. Ba Đình",Thai Pattaya - Láng Hạ,11h00 - 13h00 & 17h30 - 21h00,4,199.000 - 350.000 đ/người
"Gọi món, Buffet nướng lẩu Hàn Quốc","Số 179 (Đối diện Ngõ 183) Lĩnh Nam, Q. Hoàng Mai",Nhà hàng Quán Toọng – Lĩnh Nam,11h00 – 13h30 & 17h00 - 21h30,3.5,170.000 - 190.000đ/người
Cơm niêu Singapore,"Tầng 1 Tòa nhà TTC số 19 Duy Tân,P. Dịch Vọng Hậu, Q. Cầu Giấy",Kombo - Cơm Niêu Singapore - Duy Tân,10h30 - 21h30,3.2,70.000 - 100.000 đ/người
Gọi món Lào,"Tầng 5 + 6 Số 10 Duy Tân, Q. Cầu Giấy",Khao Lao – Duy Tân,10h30 - 14h00 & 17h00 - 21h00,3.9,200.000 - 250.000 vnđ/người
Gọi món Trung Hoa,"Tầng 6, Lotte Center, Số 54 Liễu Giai, P. Cống Vị, Q. Ba Đình ",Meiwei - Lotte Center    ,10h00 - 22h00,3.9,150.000 - 250.000 đ/người
Gọi món Âu,"Số 118 Nguyễn Khánh Toàn, Quận Cầu Giấy",HL’S Restaurant - Wine & Steak - Nguyễn Khánh Toàn ,10h00 – 23h00,3.6,350.000 – 500.000 đ/người
Gọi Món Việt,"CX 8 Phố Nguyễn Cao Luyên, Khu Đô Thị Việt Hưng, Q. Long Biên",Vườn Ẩm Thực Tre Việt - Nguyễn Cao Luyên,10h00 – 22h00,3.5,200.000 – 250.000 đ/người
"Gọi món, Buffet nướng lẩu","B12 – Biệt Thự Pandora, Số 53 Triều Khúc (Đối diện Ngõ 54 Triều Khúc), P. Thanh Xuân Nam, Q. Thanh Xuân",Nhà hàng Lẩu nướng 23 Zô – Triều Khúc ,17h00 – 21h00 ,3.4,110.000 - 130.000 đ/người
Gọi món Việt (Món đường phố)," TTTM Vincom Center, Tầng 5, 119 Trần Duy Hưng, P. Trung Hòa, Q. Cầu Giấy",VietStreet - Vincom Trần Duy Hưng,10h00 – 21h00,3.8,120.000 - 180.000 đ/người
Gọi món trên chảo nóng,"L36-07 Tầng 3 Vincom Skylake Phạm Hùng, Q. Nam Từ Liêm, Hà Nội",Hotto - Vincom Skylake Phạm Hùng,10h00 – 21h00,3.8,80.000 - 150.000 vnđ/người
Gọi món Việt (Món đường phố),"Tòa nhà Mipec, Tầng 1, 229 Tây Sơn, Q. Đống Đa",VietStreet - Mipec Tây Sơn,10h00 – 21h00,3.8,120.000 - 180.000 đ/người
Gọi món trên chảo nóng,"Vincom Center,Tầng 5, Số 119 Trần Duy Hưng, P. Trung Hòa, Q. Cầu Giấy",Hotto - Vincom Trần Duy Hưng    ,10h00 – 21h00,3.8,80.000 - 150.000 vnđ/người
Gọi món (Món ăn trên đĩa nóng),"Tòa nhà Mipec Tây Sơn,Tầng 1, Số 229 Tây Sơn, Q. Đống Đa",Hotto - Mipec Tây Sơn,10h00 – 21h00,3.8,80.000 - 150.000 đ/người
Món Á – Âu và Bia thủ công đặc sắc,"Số 48 Lê Văn Lương (phía sau tòa Diamond Flower), P. Nhân Chính, Q. Thanh Xuân",iBiero Craft Beer Station - Lê Văn Lương,10h00 - 21h30,3.7,250.000 – 500.000 đ/người
Gọi món lẩu hơi,"Số 112-113K1 Giảng Võ, Q. Ba Đình  (Gần ngõ 185 Giảng Võ)",Steam Box - Giảng Võ,10h30 – 13h30 và 17h30 – 21h30,3.8,250.000 – 350.000 đ/người
Beer - Club,"Số 275 Nguyễn Trãi, P. Thanh Xuân Trung, Q. Thanh Xuân",Vuvuzela - Nguyễn Trãi,10h00 - 22h00,3.9,350.000 - 450.000 đ/người
Beer - Club,"Số 90 Trần Thái Tông, Tầng 1, Sunrise Building, P. Dịch Vọng Hậu, Q. Cầu Giấy",Vuvuzela - Trần Thái Tông,10h00 - 22h00,3.9,350.000 - 450.000 vnđ/người
Gọi món Pháp,"Số 54 Quảng An, P. Quảng An, Q. Tây Hồ, Hà Nội",Le Jardin – French Bistro - Quảng An  ,10h00 – 14h00 & 18h00 – 22h00,3.7,400.000 – 500.000 đ/người
Gọi món Hồng Kông,"26 Lý Thường Kiệt, Q. Hoàn Kiếm",Thiên Di Quán - Lý Thường Kiệt,10h00 - 14h00 và 17h00 - 22h00,3.8,200.000 - 300.000 đ/người
Gọi món Việt,"Khu chợ ẩm thực Ngọc Lâm, P. Ngọc Lâm, Q. Long Biên",Yum Hy - Chợ ẩm thực Ngọc Lâm,10h00 – 14h00 & 17h30 - 21h00,3.7,200.000 – 300.000 đ/người
Buffet lẩu,"Số 284 Đặng Tiến Đông, P. Ô Chợ Dừa, Q. Đống Đa",Xuýt Xoa Xì Xụp - Đặng Tiến Đông,10h30 - 14h00 và 17h00 - 22h00,3.7,100.000 - 170.000 đ/người
Gọi món Nhật Bản,"35 Linh Lang, Q. Ba Đình",Paku Paku – Linh Lang ,10h00 - 13h30 và 17h00 - 21h30,3.8,150.000 – 350.000 đ/người
Gọi món Việt,"Số 95B Quán Thánh, Q. Ba Đình",Seasons Of Hanoi - Quán Thánh,10h30 - 13h30 & 17h30 - 20h30,5,200.000 - 300.000 đ/người
Gọi món Việt (Chuyên lẩu),"Số 1A Tăng Bạt Hổ  (đối diện 36 Tăng Bạt Hổ), Q. Hai Bà trưng",Lẩu Nhớ - Tăng Bạt Hổ,10h00 – 15h00 & 17h00 – 24h00,3.4,120.000 - 150.000 đ/người
Gọi món Mexico,"Số 76 ngõ 12 Núi Trúc, Q. Ba Đình",Latino - Núi Trúc,10h00 - 14h00 và 17h30 - 22h00,3.5,280.000 - 300.000 đ/người
Gọi món Hong Kong,"Tầng 4 Nhà ga T2, Sân bay Nội Bài",Nhà Hàng Hải Cảng Sân Bay,"10h:30 - 13h:30, 17h:30 - 20h:30",4,350.000 - 380.000 vnđ/người
Buffet nướng lẩu,"TTTM Times City, B1-D3-22A, 458 Minh Khai, Q. Hai Bà Trưng",Trúc Quyên Lầu Quán – Times City ,11h00 – 14h00 & 17h30 – 22h00,3.5,170.000 – 220.000 đ/người
Gọi món Việt,"Ngõ 42, Số 8 Võ Thị Sáu, Q, Hai Bà Trưng",Gia Trang Quán - 42 Võ Thị Sáu,11h00 – 22h00,3.8,150.000 - 250.000 đ/người
Gọi món nướng lẩu,"Ngõ 68, Số 22 Ngọc Thuỵ (Gần TTTM Mipec Long Biên), Q. Long Biên",Xóm Nướng - Ngọc Thụy ,10h00 - 22h30,3.6,100.000 – 150.000 đ/người
Gọi món Việt,"Số 15 Tố Hữu, P. Nhân Chính, Q. Thanh Xuân",Ẩm thực N – One - Tố Hữu,06h30 – 23h00 ,3.6,150.000 - 250.000 đ/người
"Chuyên cua, Hải sản tươi sống","17T1 Hoàng Đạo Thuý, Q. Cầu Giấy",Queen's Crab - Crab & Seafood Restaurant - Hoàng Đạo Thúy,10h00 – 23h00,3.8,250.000 - 350.000 đ/người
Gọi món Âu,"Số 13 Lý Thái Tổ, Tầng 11, Q. Hoàn Kiếm",Panorama Restaurant & Bar Top - Lý Thái Tổ,15h00 – 22h30,3.7,200.000 – 300.000 đ/người
Gọi món Âu,"Số 20 Ngõ 211 Xã Đàn, P. Nam Đồng, Q. Đống Đa",Cube Beefsteak & Drinks - Xã Đàn,10h00 – 22h00,3.5,100.000 – 150.000 đ/người
"Gọi món Á, Âu","Số 94 Mã Mây, Tầng 1, P Hàng Buồm, Q. Hoàn Kiếm",Red Bean Restaurant - Mã Mây,11h30 – 22h00 ,4,350.000 – 500.000 đ/người
Buffet Nướng Lẩu,"Số 32 Phú Diễn, P. Phú Diễn, Q. Bắc Từ Liêm",Phát Quán - 32 Phú Diễn,10h00 – 14h00 & 18h00 - 22h00,3.6,100.000 - 200.000 vnđ/người
Chuyên món Trâu,"Khu thảo nguyên xanh Ecopark, Lô 149 -150, H. Văn Giang, Hưng Yên",Trâu Ngon Quá - Ecopark,10h00 – 22h00,3.6,150.000  – 250.000đ/người
Bar & Gọi món Âu - Á,"Tầng 10, Số 27 Hàng Bè, P. Hàng Bạc, Q. Hoàn Kiếm",Lighthouse Sky Bar - Hàng Bè ,16h00 – 23h45,4.5,200.000 - 500.000 đ/người
"Gọi món Âu, Á","Tầng 12, Số 32 Lò Sũ, Q. Hoàn Kiếm",The Gourmet Corner - Lò Sũ,11h30 – 21h45,4.5,400.000 – 600.000 đ/người
Gọi món Việt,"CC Hoà Bình Green City, Số 505 Minh Khai, Shophouse 07 (Đối diện 33 Mạc Thị Bưởi), Q. Hai Bà Trưng",Bếp Xuka – Minh Khai,11h00 - 13h30 và 17h30 - 21h30,3.7,150.000 – 250.000 đ/người
Gọi món Việt,"Số 153 Đội Cấn, Q. Ba Đình",Bếp Xuka - Đội Cấn,11h00 - 13h00 & 18h00 - 21h00,3.7,150.000 – 250.000 đ/người
Lẩu và chả cá,"256 – 258 Nguyễn Văn Cừ, P. Bồ Đề, Q. Long Biên",The Safari - Hotpot & Grilled Fish House - Nguyễn Văn Cừ    ,11h00 – 13h00 & 17h30 – 21h00,3.7,150.000 - 250.000 đ/người
Gọi món Châu Âu,"Số 34 Nguyễn Thị Định, P. Trung Hòa, Q. Cầu Giấy",L’Mo Dining - Nguyễn Thị Định,10h00 – 22h00,4.2,200.000 - 350.000 đ/người
Gọi món Tây Bắc,"287 Trần Khát Chân, Q. Hai Bà Trưng",Cỗ Lá - Trần Khát Chân,10h30 - 13h30 và 17h00 - 21h30,3.2,110.000 – 140.000 đ/người
Buffet lẩu,"Số 17 LK6C Nguyễn Văn Lộc, P. Mộ Lao, Q. Hà Đông",HP3 Buffet Lẩu - Nguyễn Văn Lộc,10h00 - 13h00 & 18h00 - 21h00,3.5,100.000  – 130.000 đ/người
Buffet nướng lẩu,"Ngõ 92 Nguyễn Khánh Toàn, Số 32, Q. Cầu Giấy",Moon BBQ - Nguyễn Khánh Toàn,10h30 - 13h30 & 17h30 - 21h00,3.5,200.000 - 300.000 đ/người
Gọi món Trung Hoa,"2 Hòe Nhai, Q. Ba Đình",Nhà Hàng Vượng Vượng - Hòe Nhai,"10h:30 - 13h:30, 17h:30 - 20h:30",3,150.000 – 180.000 đ/người
Gọi món Việt,"Số 11 TD3D Tây Nam Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai",Khói Bếp 2 - Linh Đàm,11h00 - 14h00 & 17h00 - 21h30,3.4,150.000 - 250.000 vnđ/người
"Gọi món, buffet Nhật Bản","A2L1 TTTM Ecolife, Số 58 Tố Hữu, P. Trung Văn, Q. Nam Từ Liêm,",Tomita Bento – Ecolife Tố Hữu,"10h30 - 13h30, 17h30 - 21h30",4,150.000  – 250.000 đ/người
Buffet nướng Hàn Quốc,"14N7B Nguyễn Thị Thập, P. Nhân Chính, Q. Thanh Xuân",Box BBQ – Nguyễn Thị Thập,17h00 - 21h00,4,200.000 - 250.000 đ/người
Buffet Hải sản,"Tầng 4 TTTM Mac Plaza, Số 10 Trần Phú, Q. Hà Đông",Dragon Sea Buffet – Mac Plaza,11h00 - 13h00 & 18h00 - 20h30,4,330.000 – 400.000 đ/người
Chuyên Lẩu Nấm,"Số 3 TT01 KĐT MonCity, Ngõ 6 Nguyễn Cơ Thạch, Q. Nam Từ Liêm",Lẩu Nấm Hoàng Gia – KĐT MonCity - Nguyễn Cơ Thạch,10h00 – 14h00 & 17h30 – 22h30,3.6,200.000  – 250.000 đ/người
Gọi món Việt,"Số 2 Ngõ 431 đường Âu Cơ, P. Nhật Tân, Q. Tây Hồ",Tràng An Hà Nội - Âu Cơ,10h00 – 14h00 & 17h00 – 22h00,3.8,150.000 – 250.000 đ/người
Chuyên món Trâu,"Tầng 1, Tòa Nhà UDIC Complex, Hoàng Đạo Thúy, P. Trung Hòa, Q. Cầu Giấy",Trâu Ngon Quán -  Hoàng Đạo Thúy,10h30 – 14h00 & 17h30 – 22h00,4,200.000 – 250.000đ/người
"Gọi món Á, Âu (Bia tươi Tiệp)","Số 10 Nguyễn Biểu, P. Quán Thánh, Q. Ba Đình",Hoa Viên Pilsner Original – Nguyễn Biểu ,10h00 – 23h00,4,350.000 – 500.000 đ/người
Gọi món Việt (Chuyên bia thủ công),"Số 13 lô 12B, Trung Yên 3, P. Trung Hòa, Q. Cầu Giấy",Bia Sành Điệu - Trung Yên 3,10h00 – 23h30,3.8,150.000 – 250.000 đ/người
Gọi món Nhật Bản,"Tầng 1 tòa nhà Comatce Tower, 61 Ngụy Như Kon Tum, P. Nhân Chính, Q. Thanh Xuân",Tokyo Deli – Ngụy Như Kon Tum,11h00 – 21h30,4,160.000 - 250.000 đ/người
Buffet Nướng Lẩu Hàn Quốc,"Tầng 2, số 2A Láng Hạ, P. Thành Công, Q. Ba Đình",Buk Buk – Láng Hạ,10h00 - 22h00,3.6,150.000 - 250.000 đ/người
