Name,Address
THCS SƠN ĐÔNG,Xã Sơn Đông
THCS PHÙNG HƯNG,Phường Quang Trung
THCS NGÔ QUYỀN – SƠN TÂY,Phường Ngô Quyền
THCS KIM SƠN – SƠN TÂY,Xã Kim Sơn
THCS HỒNG HÀ – SƠN TÂY,Phường Lê Lợi
THCS ĐƯỜNG LÂM,Xã Đường Lâm
THCS CỔ ĐÔNG,Xã Cổ Đông
THCS YÊN SƠN – BA VÌ,Xã Yên Sơn
THCS YÊN BÀI B,Xã Yên Bài
THCS YÊN BÀI A,Xã Yên Bài
THCS VẬT LẠI,Xã Vật Lại
THCS VẠN THẮNG,Xã Vạn Thắng
THCS VÂN HOÀ,Xã Vân Hòa
THCS TTNC BÒ & ĐỒNG CỎ,Xã Tản Lĩnh
THCS TÒNG BẠT,Xã Tòng Bạt
THCS TIÊN PHONG,Xã Tiên Phong
THCS THUỴ AN,Xã Thụy An
THCS THUẦN MỸ,Xã Thuần Mỹ
THCS THÁI HOÀ,Xã Thái Hòa
THCS TÂY ĐẰNG,Xã Tây Đằng
THCS TẢN LĨNH,Xã Tản Lĩnh
THCS TẢN HỒNG,Xã Tản Hồng
THCS TẢN ĐÀ,Thị Trấn Tây Đằng
THCS SƠN ĐÀ,Xã Sơn Đà
THCS PHÚ SƠN,Xã Phú Sơn
THCS PHÚ PHƯƠNG,Xã Phú Phương
THCS PHÚ ĐÔNG,Xã Phú Đông
THCS PHÚ CƯỜNG – BA VÌ,Xã Phú Cường
THCS PHÚ CHÂU,Xã Phú Châu
THCS PHONG VÂN,Xã Phong Vân
THCS PHỔ THÔNG DÂN TỘC NỘI TRÚ,Xã Ba Trại
THCS MINH QUANG,Xã Minh Quang
THCS MINH CHÂU,Xã Minh Châu
THCS KHÁNH THƯỢNG,Xã Khánh Thượng
THCS HỢP NHẤT,Xã Ba Vì
THCS ĐỒNG THÁI,Xã Đồng Thái
THCS ĐÔNG QUANG,Xã Đông Quang
THCS CỔ ĐÔ,Xã Cổ Đô
THCS CHU MINH,Xã Chu Minh
THCS CHÂU SƠN,Xã Châu Sơn
THCS CAM THƯỢNG,Xã Cam Thượng
THCS CẨM LĨNH,Xã Cẩm Lĩnh
THCS BA TRẠI,Xã Ba Trại
THCS XUÂN PHÚ,Xã Xuân Phú
THCS VÕNG XUYÊN,Xã Võng Xuyên
THCS VÂN PHÚC,Xã Vân Phúc
THCS VÂN NAM,Xã Vân Nam
THCS VÂN HÀ – PHÚC THỌ,Xã Vân Hà
THCS TRẠCH MỸ LỘC,Xã Trạch Mỹ Lộc
THCS TÍCH GIANG,Xã Tích Giang
THCS THƯỢNG CỐC,Xã Thượng Cốc
THCS Thượng Cốc,Xã Thượng Cốc
THCS THỌ LỘC,Xã Thọ Lộc
THCS THỊ TRẤN – PHÚC THỌ,Thị Trấn Phúc Thọ
THCS THANH ĐA,Xã Thanh Đa
THCS TAM THUẤN,Xã Tam Thuấn
THCS TAM HIỆP – PHÚC THỌ,Xã Tam Hiệp
THCS SEN CHIỂU,Xã Sen Chiểu
THCS PHƯƠNG ĐỘ,Xã Phương Độ
THCS PHỤNG THƯỢNG,Xã Phụng Thượng
THCS PHÚC HOÀ,Xã Phúc Hòa
THCS NGỌC TẢO,Xã Ngọc Tảo
THCS LONG XUYÊN,Xã Long Xuyên
THCS LIÊN HIỆP,Xã Liên Hiệp
THCS HIỆP THUẬN,Xã Hiệp Thuận
THCS HÁT MÔN,Xã Hát Môn
THCS CẨM ĐÌNH,Xã Cẩm Đình
THCS TRUNG CHÂU,Thôn 4 – Trung Châu – Đan Phượng
THCS TÔ HIẾN THÀNH,Thôn Hạ Mỗ – Xã Hạ Mỗ -huyện Đan Phượng
THCS THƯỢNG MỖ,Thôn Đại Phú- Thượng Mỗ – Đan Phượng
THCS THỌ XUÂN,"Cụm 3, Xã Thọ Xuân- Đan Phượng"
THCS THỌ AN,Cụm 4- Thôn Đông Hải- Thọ An- Đan Phượng
THCS TÂN LẬP,Thôn Ngọc Kiệu – Xã Tân Lập – Đan Phượng
THCS TÂN HỘI,Thôn Phan Long – Tân Hội – Đan Phượng
THCS SONG PHƯỢNG,Thôn Thu Quế – Song Phượng – Đan Phượng
THCS PHƯƠNG ĐÌNH,Thôn La Thạch – Phương Đình – Đan Phượng
THCS LƯƠNG THẾ VINH,Phố Phùng Hưng- Thị Trấn Phùng- Đan Phượng
THCS LIÊN TRUNG,Thôn Trung – Xã Liên Trung – Đan Phượng
THCS LIÊN HỒNG,Thôn Đông Lai – Liên Hồng – Đan Phượng
THCS LIÊN HÀ – ĐAN PHƯỢNG,"Cụm 1, Thôn thượng – Xã Liên Hà – Đanphượng"
THCS HỒNG HÀ – ĐAN PHƯỢNG,"Cụm 3 Đồng Tiến, Xã Hồng Hà, Huyện Đan Phượng"
THCS ĐỒNG THÁP,Thôn Thụy – Xã Đồng Tháp- Huyện Đan Phượng
THCS ĐAN PHƯỢNG,Thôn Đông Khê- Đan Phượng- Đan Phượng
THCS YÊN SỞ – HOÀI ĐỨC,Yên Sở – Hoài Đức
THCS VÂN CÔN,Xã Vân Côn -Hoài Đức
THCS VÂN CANH,Vân Canh- Hoài Đức
THCS TIỀN YÊN,Tiền Yên- Hoài Đức
THCS THỊ TRẤN TRẠM TRÔI,Khu 7 TT Trạm Trôi
THCS SONG PHƯƠNG,Song Phương- Hoài Đức
THCS SƠN ĐỒNG,Xã Sơn Đồng- Hoài Đức
THCS NGUYỄN VĂN HUYÊN,Xã Sơn Đồng- Hoài Đức
THCS MINH KHAI,Minh Khai- Hoài Đức
THCS LẠI YÊN,Lại Yên- Hoài Đức
THCS LA PHÙ,La Phù- Hoài Đức
THCS KIM CHUNG,Kim Chung- Hoài Đức
THCS DƯƠNG LIỄU,Dương Liễu- Hoài Đức
THCS ĐỨC THƯỢNG,Đức Thượng- Hoài Đức
THCS ĐỨC GIANG,Đức Giang- Hoài Đức
THCS ĐÔNG LA,Đông La- Hoài Đức
THCS DI TRẠCH,Di Trạch- Hoài Đức
THCS ĐẮC SỞ,Đắc Sở- Hoài Đức
THCS CÁT QUẾ B,Cát Quế- Hoài Đức
THCS CÁT QUẾ A,Cát Quế- Hoài Đức
THCS AN THƯỢNG,An Thượng – Hoài Đức
THCS AN KHÁNH,Xã An Khánh-hoài Đức
THCS YÊN SƠN – QUỐC OAI,Thôn Sơn Trung – Xã Yên Sơn – Huyện Quốc Oai
THCS TUYẾT NGHĨA,Xã Tuyết Nghĩa – Huyện Quốc Oai
THCS THỊ TRẤN – QUỐC OAI,Thôn Du Nghệ – Thị Trấn Quốc Oai – Huyện Quốc Oai
THCS THẠCH THÁN,Xóm 1 – Xã Thạch Thán – Huyện Quốc Oai
THCS TÂN PHÚ,Thôn Phú Hạng – Xã Tân Phú – Huyện Quốc Oai
THCS TÂN HOÀ,Xã Tân Hoà – Huyện Quốc Oai
THCS SÀI SƠN,Thôn Thụy Khuê – Xã Sài Sơn – Huyện Quốc Oai
THCS PHƯỢNG CÁCH,Đội 9 Khu 3 – Xã Phượng Cách – Huyện Quốc Oai
THCS PHÚ MÃN,Thôn Đồng Âm – Xã Phú Mãn – Huyện Quốc Oai
THCS PHÚ CÁT,Thôn 4 – Xã Phú Cát – Huyện Quốc Oai
THCS NGỌC MỸ,Thôn Phú Mỹ – Xã Ngọc Mỹ – Huyện Quốc Oai
THCS NGỌC LIỆP,Xã Ngọc Liệp – Huyện Quốc Oai
THCS NGHĨA HƯƠNG,Thôn văn Khê – Xã Nghĩa Hương – Huyện Quốc Oai
THCS LIỆP TUYẾT,Xã Liệp Tuyết – Huyện Quốc Oai
THCS KIỀU PHÚ,Thôn Du Nghệ – Thị Trấn Quốc Oai – Huyện Quốc Oai
THCS HOÀ THẠCH,Thôn Bạch Thạch – Xã Hoà Thạch – Huyện Quốc Oai
THCS ĐÔNG YÊN,Xã Đông Yên – Huyện Quốc Oai
THCS ĐÔNG XUÂN – QUỐC OAI,Thôn Lập Thành – Xã Đông Xuân – Huyện Quốc Oai
THCS ĐỒNG QUANG,Thôn Yên Nội- Xã Đồng Quang – Huyện Quốc Oai
THCS ĐẠI THÀNH,Xã Đại Thành – Huyện Quốc Oai
THCS CỘNG HOÀ,Xã Cộng Hoà – Huyện Quốc Oai
THCS CẤN HỮU,Thôn Cấn Thượng – Xã Cấn Hữu – Huyện Quốc Oai
THCS YÊN TRUNG,ĐC: Thôn Đầm Bối – Yên Trung- Thạch Thấ t- Hà Nội
THCS YÊN BÌNH,ĐC: Xóm Đình – Xã Yên Bình – Thạch Thất
THCS TIẾN XUÂN,ĐC: Gò Chói – Tiến Xuân – Thạch Thất
THCS THẠCH XÁ,ĐC: Thôn Yên – Xã Thạch Xá – Thạch Thất
THCS THẠCH THẤT,ĐC: Thị Trấn Liên Quan – Huyện Thạch Thất
THCS THẠCH HOÀ,ĐC: Thôn 10 – Xã Thạch Hòa – Thạch Thất
THCS TÂN XÃ,Thôn Cừ Viên – Xã Tân Xã – Thạch Thất
THCS PHÙNG XÁ – THẠCH THẤT,ĐC: Xóm 1 – Thôn Vĩnh Lộc – Xã Phùng Xá – Thạch Thất
THCS PHÚ KIM,Thôn Phú Nghĩa – Xã Phú Kim – Huyện Thạch Thất
THCS MINH HÀ – CANH NẬU,ĐC: Thôn 4 – Xã Canh Nậu – Huyện Thạch Thất
THCS LIÊN QUAN,ĐC: Thị trấn Liên Quan – Thạch Thất
THCS LẠI THƯỢNG,Thôn Lại Khánh – Xã Lại Thượng – Huyện Thạch Thất
THCS KIM QUAN,ĐC: Thôn 3 – Xã Kim Quan – Huyện Thạch Thất
THCS HỮU BẰNG,Thôn Bò – Xã Hữu Bằng – Thạch Thất
THCS HƯƠNG NGẢI,Thôn 8 – Xã Hương Ngải – Thạch Thất
THCS HẠ BẰNG,ĐC: Thôn 6 – Xã Hạ Bằng -thạch Thất
THCS ĐỒNG TRÚC,ĐC: Thôn Trúc Động – Xã Đồng Trúc – Thạch Thất
THCS DỊ NẬU,ĐC: Thôn Hoà Bình – Xã Dị Nậu – Thạch Thất
THCS ĐẠI ĐỒNG,ĐC: Thôn Ngọc Lâu – Đại Đồng – Thạch Thất
THCS CHÀNG SƠN,ĐC: Thôn 1 – Chàng Sơn – Thạch Thất
THCS CẦN KIỆM,ĐC: Xã Cần Kiệm – Thạch Thất
THCS CẨM YÊN,ĐC: Thôn Yên Lỗ – Xã Cẩm Yên – Huyện Thạch Thất
THCS BÌNH YÊN,ĐC: Bình Yên – Thạch Thất
THCS BÌNH PHÚ,ĐC: Xã Bình Phú – Huyện Thạch Thất
THCS XUÂN MAI B,Tt Xuân Mai
THCS XUÂN MAI A,Tt Xuân Mai
THCS VĂN VÕ,Xã Văn Võ
THCS TT CHÚC SƠN,Xã Trường Yên
THCS TRƯỜNG YÊN,Xã Trung Hòa
THCS TRUNG HOÀ – CHƯƠNG MỸ,Xã Trần Phú
THCS TRẦN PHÚ – CHƯƠNG MỸ,Xã Trần Phú
THCS TỐT ĐỘNG,Xã Tốt Động
THCS TIÊN PHƯƠNG,Xã Tiên Phương
THCS THUỶ XUÂN TIÊN,Xã Thủy Xuân Tiên
THCS THỤY HƯƠNG,Xã Thụy Hương
THCS THƯỢNG VỰC,Xã Thượng Vực
THCS THANH BÌNH,Xã Thanh Bình
THCS TÂN TIẾN,Xã Tân Tiến
THCS QUẢNG BỊ,Xã Quảng Bị
THCS PHỤNG CHÂU,Xã Phụng Châu
THCS PHÚ NGHĨA,Xã Phú Nghĩa
THCS PHÚ NAM AN,Xã Phú Nam An
THCS NGỌC HOÀ,Xã Ngọc Hòa
THCS NGÔ SĨ LIÊN – CHƯƠNG MỸ,Tt Chúc Sơn
THCS NAM PHƯƠNG TIẾN B,Xã Nam Phương Tiến
THCS NAM PHƯƠNG TIẾN A,Xã Nam Phương Tiến
THCS MỸ LƯƠNG,Xã Mỹ Lương
THCS LƯƠNG MỸ,Xã Hoàng Văn Thụ
THCS LAM ĐIỀN,Xã Lam Điền
THCS HỮU VĂN,Xã Hữu Văn
THCS HỢP ĐỒNG,Xã Hợp Đồng
THCS HỒNG PHONG,Xã Hồng Phong
THCS HOÀNG VĂN THỤ – CHƯƠNG MỸ,Xã Hoàng Văn Thụ
THCS HOÀNG DIỆU – CHƯƠNG MỸ,Xã Hoàng Diệu
THCS HOÀ CHÍNH,Xã Hòa Chính
THCS ĐÔNG SƠN,Xã Đông Sơn
THCS ĐÔNG PHƯƠNG YÊN,Xã Đông Phương Yên
THCS ĐỒNG PHÚ,Xã Đồng Phú
THCS ĐỒNG LẠC,Xã Đồng Lạc
THCS ĐẠI YÊN,Xã Đại Yên
THCS BÊ TÔNG,Xã Thủy Xuân Tiên
THCS XUÂN DƯƠNG,"Xã Xuân Dương , Huyện Thanh Oai"
THCS THANH VĂN,"Xã Thanh Văn , Huyện Thanh Oai"
THCS THANH THUỲ,"Xã Thanh Thuỳ , Huyện Thanh Oai"
THCS THANH MAI,"Xã Thanh Mai , Huyện Thanh Oai"
THCS THANH CAO,"Xã Thanh Cao , Huyện Thanh Oai"
THCS TÂN ƯỚC,"Xã Tân Ước , Huyện Thanh Oai"
THCS TAM HƯNG,"Xã Tam Hưng , Huyện Thanh Oai"
THCS PHƯƠNG TRUNG,"Xã Phương Trung , Huyện Thanh Oai"
THCS NGUYỄN TRỰC – TT KIM BÀI,"Tt Kim Bài , Huyện Thanh Oai"
THCS MỸ HƯNG,"Xã Mỹ Hưng , Huyện Thanh Oai"
THCS LIÊN CHÂU,"Xã Liên Châu , Huyện Thanh Oai"
THCS KIM THƯ,"Xã Kim Thư , Huyện Thanh Oai"
THCS KIM AN,"Xã Kim An , Huyện Thanh Oai"
THCS HỒNG DƯƠNG,"Xã Hồng Dương , Huyện Thanh Oai"
THCS ĐỖ ĐỘNG,"Xã Đỗ Động , Huyện Thanh Oai"
THCS DÂN HOÀ,"Xã Dân Hoà , Huyện Thanh Oai"
THCS CỰ KHÊ,"Xã Cự Khê , Huyện Thanh Oai"
THCS CAO VIÊN,"Xã Cao Viên , Huyện Thanh Oai"
THCS CAO DƯƠNG,"Xã Cao Dương , Huyện Thanh Oai"
THCS BÌNH MINH,"Xã Bình Minh , Huyện Thanh Oai"
THCS BÍCH HOÀ,"Xã Bích Hoà , Huyện Thanh Oai"
THCS VĂN TỰ,Văn Tự – Thường Tín
THCS VÂN TẢO,"Vân Tảo, Thường Tín"
THCS VĂN PHÚ,Văn Phú – Thường Tín
THCS VẠN ĐIỂM,Vạn Điểm – Thường Tín
THCS VĂN BÌNH,Văn Bình – Thường Tín
THCS TỰ NHIÊN,Tự Nhiên – Thường Tín
THCS TÔ HIỆU,Tô Hiệu – Thường Tín
THCS TIỀN PHONG – THƯỜNG TÍN,Tiền Phong – Thường Tín
THCS THƯỜNG TÍN,Thị Trấn Thường Tín – Thường Tín
THCS THƯ PHÚ,Thôn Thư Dương- Xã Thư Phú- Thường Tín
THCS THỐNG NHẤT – THƯỜNG TÍN,Thống Nhất – Thường Tín
THCS THỊ TRẤN – THƯỜNG TÍN,Thị Trấn Thường Tín – Thường Tín
THCS THẮNG LỢI,Thắng Lợi – Thường Tín
THCS TÂN MINH – THƯỜNG TÍN,Tân Minh – Thường Tín
THCS QUẤT ĐỘNG,Quất Đông – Thường Tín
THCS NINH SỞ,Ninh Sở – Thường Tín
THCS NHỊ KHÊ,Nhị Khê – Thường Tín
THCS NGUYỄN TRÃI – THƯỜNG TÍN,Nguyễn Trãi – Thường Tín
THCS NGHIÊM XUYÊN,Nghiêm Xuyên – Thường Tín
THCS MINH CƯỜNG,Minh Cường – Thường Tín
THCS LIÊN PHƯƠNG,Liên Phương – Thường Tín
THCS LÊ LỢI – THƯỜNG TÍN,Lê Lợi – Thường Tín
THCS KHÁNH HÀ,Khánh Hà – Thường Tín
THCS HỒNG VÂN,Hồng Vân – Thường Tín
THCS HOÀ BÌNH,Hoà Bình – Thường Tín
THCS HIỀN GIANG,Hiền Giang – Thường Tín
THCS HÀ HỒI,Hà Hồi- Thường Tín
THCS DUYÊN THÁI,Duyên Thái – Thường Tín
THCS DŨNG TIẾN,Dũng Tiến – Thường Tín
THCS CHƯƠNG DƯƠNG – THƯỜNG TÍN,Chương Dương – Thường Tín
THCS VÂN TỪ,Vân Từ – Phú Xuyên
THCS VĂN NHÂN,Văn Nhân – Phú Xuyên
THCS VĂN HOÀNG,Văn Hoàng – Phú Xuyên
THCS TT PHÚ XUYÊN,TT Phú Xuyên – Phú Xuyên
THCS TT PHÚ MINH,TT Phú Minh – Phú Xuyên
THCS TRI TRUNG,Tri Trung – Phú Xuyên
THCS TRI THUỶ,Tri Thủy – Phú Xuyên
THCS TRẦN PHÚ – PHÚ XUYÊN,TT Phú Xuyên – Phú Xuyên
THCS THUỴ PHÚ,Thụy Phú – Phú Xuyên
THCS TÂN DÂN – PHÚ XUYÊN,Tân Dân – Phú Xuyên
THCS SƠN HÀ – PHÚ XUYÊN,Sơn Hà – Phú Xuyên
THCS QUANG TRUNG – PHÚ XUYÊN,Quang Trung – Phú Xuyên
THCS QUANG LÃNG,Quang Lãng – Phú Xuyên
THCS PHƯỢNG DỰC,Phượng Dực – Phú Xuyên
THCS PHÚC TIẾN,Phúc Tiến – Phú Xuyên
THCS PHÚ YÊN,Phú Yên – Phú Xuyên
THCS PHÚ TÚC,Phú Túc – Phú Xuyên
THCS NAM TRIỀU,Nam Triều – Phú Xuyên
THCS NAM PHONG,Nam Phong – Phú Xuyên
THCS MINH TÂN,Minh Tân – Phú Xuyên
THCS KHAI THÁI,Khai Thái – Phú Xuyên
THCS HỒNG THÁI,Hồng Thái – Phú Xuyên
THCS HỒNG MINH,Hồng Minh – Phú Xuyên
THCS HOÀNG LONG,Hoàng Long – Phú Xuyên
THCS ĐẠI XUYÊN,Đại Xuyên – Phú Xuyên
THCS ĐẠI THẮNG,Đại Thắng – Phú Xuyên
THCS CHUYÊN MỸ,Chuyên Mỹ – Phú Xuyên
THCS CHÂU CAN,Châu Can – Phú Xuyên
THCS BẠCH HẠ,Bạch Hạ – Phú Xuyên
THCS VIÊN NỘI,Thôn Thượng- Viên Nội – Ứng Hòa
THCS VIÊN AN,Viên Ngoại – Viên An – Ứng Hòa
THCS VẠN THÁI,Nội Xá – Vạn Thái – Ứng Hòa
THCS TRƯỜNG THỊNH,Trung Thịnh – Trường Thịnh -ứng Hòa
THCS TRUNG TÚ,Dũng Cảm – Trung Tú – Ứng Hòa
THCS TRẦM LỘNG,Trầm Lộng – Ứng Hòa
THCS THỊ TRẤN – ỨNG HOÀ,Vân Đình – Thị Trấn Vân Đình – Ứng Hoà
THCS TẢO DƯƠNG VĂN,Tảo Khê- Tảo Dương Văn-ứng Hòa
THCS SƠN CÔNG,Nghi Lộc-sơn Công- Ứng Hòa
THCS QUẢNG PHÚ CẦU,Quảng Nguyên – Quảng Phú Cầu – Ứng Hòa
THCS PHƯƠNG TÚ,Dương Khê – Phương Tú – Ứng Hòa
THCS PHÙ LƯU,Thôn Hạ – Phù Lưu – Ứng Hòa
THCS NGUYỄN THƯỢNG HIỀN,Hoàng Xá -vân Đình – Ứng Hoà
THCS MINH ĐỨC,Thôn Cầu – Minh Đức – Ứng Hòa
THCS LƯU HOÀNG,Ngoại Hoàng – Lưu Hoàng – Ứng Hòa
THCS LIÊN BẠT,Lưu Khê – Liên Bạt – Ứng Hoà
THCS KIM ĐƯỜNG,Kim Bồng – Kim Đường – Ứng Hòa
THCS HỒNG QUANG,Bài Lâm Thượng – Hồng Quang – Ứng Hòa
THCS HOÀ XÁ,Xóm Trung – Hoà Xá
THCS HOA SƠN,Miêng Thượng – Hoa Sơn – Ứng Hòa
THCS HOÀ PHÚ,Đặng Giang – Hoà Phú – Ứng Hòa
THCS HOÀ NAM,Đinh Xuyên – Hoà Nam- Ứng Hòa
THCS HOÀ LÂM,Trạch Bái – Hoà Lâm – Ứng Hoà
THCS ĐỒNG TIẾN,Thành Vật – Đồng Tiến – Ứng Hòa
THCS ĐỒNG TÂN,Mỹ Cầu – Đồng Tân – Ứng Hòa
THCS ĐÔNG LỖ,Viên Đình – Đông Lỗ
THCS ĐỘI BÌNH,Triều Khê – Đội Bình – Ứng Hoà
THCS ĐẠI HÙNG,Trung Thượng – Đại Hùng – Ứng Hoà
THCS ĐẠI CƯỜNG,Kim Giang – Đại Cường -ứng Hòa
THCS CAO THÀNH,Tử Dương – Cao Thành
